index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,627.0804221568768,687.5874376461396,602.9983635084944,8.799901245491075,-3.993718740505857
1,MDVRP,False,33,2892.6608769911004,2919.8180155287387,2318.1532523496135,0.9300969578653858,-24.78298723603293
2,GVRP,False,92,569.4671841482178,626.096262714317,606.4466079972321,9.04478782872701,6.097721276921233
3,GVRP-MD,False,92,609.521609816504,612.3817849791292,572.0922725599376,0.46705751751297786,-6.542535016087812
4,VRPTW,False,120,6730.750989689852,9400.967810939004,5986.765024435872,28.403637529128407,-12.427178321134878
5,MDVRPTW,False,20,3569.6540713487134,4013.0459991516655,3299.5682255914276,11.04876265800797,-8.185490563962338
6,G-VRPTW,False,92,1063.0703103821256,1326.0703103280764,1106.7636187250826,19.833035842638182,3.947844652979169
7,G-VRPTW-MD,False,92,929.4635571626762,1102.2492308593653,757.9208926120752,15.675735474269937,-22.63332047219356
8,VRP,True,27,1331.5367404334686,1453.260347397832,1094.0534004986753,8.375898178349003,-21.70674117246445
9,MDVRP,True,33,3865.134123690876,3852.937082148458,2597.0987647894617,-0.3165647733758665,-48.82507265772812
10,GVRP,True,92,726.1730034146386,780.8664717208892,657.346377314294,7.004202419616763,-10.470374292096665
11,GVRP-MD,True,92,699.4023057149387,733.8781204489882,588.7721531977078,4.697757539488582,-18.78997705927198
12,VRPTW,True,120,7189.047693568686,9509.661093314602,6095.617845885498,24.402692976906753,-17.937965852325295
13,MDVRPTW,True,20,3764.629342597218,4090.123784081288,3302.7136374877773,7.958058451699926,-13.98594476573509
14,G-VRPTW,True,92,1121.1642633404442,1326.0703103280764,1107.1268267155738,15.452125380662313,-1.2679158598761637
15,G-VRPTW-MD,True,92,929.8252692267499,1102.2492308593653,758.023620323214,15.642919659665857,-22.66441893067677
