index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,619.1675292970488,687.5874376461396,602.9983635084944,9.950721116039722,-2.6814609735382056
1,MDVRP,False,33,2805.421892742567,2919.8180155287387,2318.1532523496135,3.9179196161462246,-21.019690561832867
2,GVRP,False,92,565.5058458851679,626.096262714317,606.4466079972321,9.677492174521428,6.750926062109511
3,GVRP-MD,False,92,601.0780626872627,612.3817849791292,572.0922725599376,1.84586193925604,-5.0666284999135875
4,VRPTW,False,120,6917.07922690773,9400.967810939004,5986.765024435872,26.421626304698236,-15.539514223034349
5,MDVRPTW,False,20,3597.0027468530293,4013.0459991516655,3299.5682255914276,10.367268463570696,-9.014346754666313
6,G-VRPTW,False,92,1103.5895039395602,1326.0703103280764,1106.7636187250826,16.777451742620894,0.2867924759921792
7,G-VRPTW-MD,False,92,932.1823766489653,1102.2492308593653,757.9208926120752,15.429074427913905,-22.992041219014375
8,VRP,True,27,1329.300707876751,1453.260347397832,1094.0534004986753,8.529761356458929,-21.5023606042309
9,MDVRP,True,33,3819.808321975181,3852.937082148458,2597.0987647894617,0.8598313304094721,-47.07982514037507
10,GVRP,True,92,711.7035920102851,780.8664717208892,657.346377314294,8.857196744301438,-8.269189056472351
11,GVRP-MD,True,92,693.2992227971381,733.8781204489882,588.7721531977078,5.529378315165441,-17.75339900702309
12,VRPTW,True,120,7115.202167950128,9509.661093314602,6095.617845885498,25.17922459978943,-16.726513174588888
13,MDVRPTW,True,20,3697.8104111572807,4090.123784081288,3302.7136374877773,9.591723713861326,-11.962792328857047
14,G-VRPTW,True,92,1135.5395736945457,1326.0703103280764,1107.1268267155738,14.36807197548918,-2.566349788782713
15,G-VRPTW-MD,True,92,941.5366167972635,1102.2492308593653,758.023620323214,14.580424241875198,-24.209403447850516
