index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,627.0804221568768,687.5874376461396,602.9983635084944,8.799901245491075,-3.993718740505857
1,MDVRP,False,33,2764.822667523773,2919.8180155287387,2318.1532523496135,5.308390700401177,-19.268329853577548
2,GVRP,False,92,569.7070984816985,626.096262714317,606.4466079972321,9.006468747817538,6.058160608213235
3,GVRP-MD,False,92,596.5211853582452,612.3817849791292,572.0922725599376,2.589985530256176,-4.270100116716451
4,VRPTW,False,120,7122.9838414219275,9400.967810939004,5986.765024435872,24.231377187212633,-18.978844373353716
5,MDVRPTW,False,20,3765.8218306764584,4013.0459991516655,3299.5682255914276,6.160511704263266,-14.130746000909186
6,G-VRPTW,False,92,1125.5373964240105,1326.0703103280764,1106.7636187250826,15.122343992035617,-1.6962770894614378
7,G-VRPTW-MD,False,92,937.1752798110838,1102.2492308593653,757.9208926120752,14.976100361583569,-23.65080431827545
8,VRP,True,27,1289.9237755823503,1453.260347397832,1094.0534004986753,11.23931937645912,-17.90318233044167
9,MDVRP,True,33,3644.52615827394,3852.937082148458,2597.0987647894617,5.409144230258361,-40.33067235197695
10,GVRP,True,92,739.5038904513685,780.8664717208892,657.346377314294,5.297010790892965,-12.498359460463398
11,GVRP-MD,True,92,692.4315298447142,733.8781204489882,588.7721531977078,5.6476122464200005,-17.606025706891394
12,VRPTW,True,120,7106.897916550146,9509.661093314602,6095.617845885498,25.26654896727735,-16.590280037769347
13,MDVRPTW,True,20,3653.0213822313444,4090.123784081288,3302.7136374877773,10.686776853823853,-10.606664191753245
14,G-VRPTW,True,92,1132.8683587625048,1326.0703103280764,1107.1268267155738,14.569510384239914,-2.3250752692260606
15,G-VRPTW-MD,True,92,931.4855858308523,1102.2492308593653,758.023620323214,15.492289787798502,-22.883451235157523
