index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,627.0804221568768,687.5874376461396,602.9983635084944,8.799901245491075,-3.993718740505857
1,MDVRP,False,33,2673.50578230083,2919.8180155287387,2318.1532523496135,8.43587620591158,-15.329121557905697
2,GVRP,False,92,570.2509842305416,626.096262714317,606.4466079972321,8.919599398608332,5.968476579698468
3,GVRP-MD,False,92,612.3817849791292,612.3817849791292,572.0922725599376,0.0,-7.042484989162396
4,VRPTW,False,120,6923.508103096092,9400.967810939004,5986.765024435872,26.353241045673297,-15.646899032060949
5,MDVRPTW,False,20,3759.8089325140477,4013.0459991516655,3299.5682255914276,6.310345475510388,-13.948513122201762
6,G-VRPTW,False,92,1153.5939142121147,1326.0703103280764,1106.7636187250826,13.006580026159414,-4.2312825155002365
7,G-VRPTW-MD,False,92,985.3325437527378,1102.2492308593653,757.9208926120752,10.607100811081876,-30.00466847627304
8,VRP,True,27,1291.4588922553512,1453.260347397832,1094.0534004986753,11.133686777609947,-18.04349693229759
9,MDVRP,True,33,3912.706345102333,3852.937082148458,2597.0987647894617,-1.5512649617560543,-50.65681745143502
10,GVRP,True,92,757.3225316300106,780.8664717208892,657.346377314294,3.015104495265617,-15.209052299669928
11,GVRP-MD,True,92,696.1183822511701,733.8781204489882,588.7721531977078,5.145232858927112,-18.232219114040852
12,VRPTW,True,120,7209.009985702374,9509.661093314602,6095.617845885498,24.192777061525476,-18.265451804338557
13,MDVRPTW,True,20,3888.1314045615354,4090.123784081288,3302.7136374877773,4.938539520635152,-17.725356519830115
14,G-VRPTW,True,92,1149.4563622976214,1326.0703103280764,1107.1268267155738,13.318596054439972,-3.823368250196167
15,G-VRPTW-MD,True,92,954.752534330864,1102.2492308593653,758.023620323214,13.381428845589296,-25.952873859493547
