index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,622.9447723493508,687.5874376461396,602.9983635084944,9.401373811901507,-3.3078711399480305
1,MDVRP,False,33,2710.4648466257954,2919.8180155287387,2318.1532523496135,7.170075935880965,-16.92345378281381
2,GVRP,False,92,561.7028270163103,626.096262714317,606.4466079972321,10.28490977071828,7.378024774297376
3,GVRP-MD,False,92,612.3817849791292,612.3817849791292,572.0922725599376,0.0,-7.042484989162396
4,VRPTW,False,120,6657.5888675134365,9400.967810939004,5986.765024435872,29.181877851271448,-11.205113952852622
5,MDVRPTW,False,20,3587.6704272386296,4013.0459991516655,3299.5682255914276,10.599817993687532,-8.731512184311978
6,G-VRPTW,False,92,1102.494988551972,1326.0703103280764,1106.7636187250826,16.859990004662027,0.3856858050707972
7,G-VRPTW-MD,False,92,952.3533760951136,1102.2492308593653,757.9208926120752,13.599089077829143,-25.653400688421748
8,VRP,True,27,1290.0514367478584,1453.260347397832,1094.0534004986753,11.230534910156395,-17.91485097161127
9,MDVRP,True,33,3769.720881251162,3852.937082148458,2597.0987647894617,2.1598120894020227,-45.151233074371014
10,GVRP,True,92,713.6100937016141,780.8664717208892,657.346377314294,8.613044669603259,-8.559219055438554
11,GVRP-MD,True,92,709.4294244952508,733.8781204489882,588.7721531977078,3.331438187417221,-20.493032940202035
12,VRPTW,True,120,7188.012710287275,9509.661093314602,6095.617845885498,24.413576469717434,-17.920986715713088
13,MDVRPTW,True,20,3710.4829201909124,4090.123784081288,3302.7136374877773,9.281891794276081,-12.346492232166591
14,G-VRPTW,True,92,1162.4978764156292,1326.0703103280764,1107.1268267155738,12.335125267375798,-5.001328516654264
15,G-VRPTW-MD,True,92,947.900374060593,1102.2492308593653,758.023620323214,14.003081379193588,-25.048923100366892
