index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,626.7423166194561,687.5874376461396,602.9983635084944,8.84907397886418,-3.9376480182814295
1,MDVRP,False,33,2644.258404098614,2919.8180155287387,2318.1532523496135,9.437561175545548,-14.067454402269119
2,GVRP,False,92,619.4740098847938,626.096262714317,606.4466079972321,1.0577052162576115,-2.1481531458447978
3,GVRP-MD,False,92,612.3817849791292,612.3817849791292,572.0922725599376,0.0,-7.042484989162396
4,VRPTW,False,120,7030.447820432203,9400.967810939004,5986.765024435872,25.215701597748847,-17.433167858374006
5,MDVRPTW,False,20,3754.651320847749,4013.0459991516655,3299.5682255914276,6.438866595562062,-13.792201407647834
6,G-VRPTW,False,92,1125.3515420594263,1326.0703103280764,1106.7636187250826,15.13635941513473,-1.6794844915263618
7,G-VRPTW-MD,False,92,943.3163444611145,1102.2492308593653,757.9208926120752,14.4189609707724,-24.46105571916589
8,VRP,True,27,1290.8270922190438,1453.260347397832,1094.0534004986753,11.177161440456054,-17.98574837669515
9,MDVRP,True,33,3876.1305242510125,3852.937082148458,2597.0987647894617,-0.6019678392884986,-49.24848360802473
10,GVRP,True,92,723.171754112086,780.8664717208892,657.346377314294,7.388551013293533,-10.013803843680293
11,GVRP-MD,True,92,696.0725544655717,733.8781204489882,588.7721531977078,5.151477463354129,-18.224435494290905
12,VRPTW,True,120,7378.723347540379,9509.661093314602,6095.617845885498,22.408135525169197,-21.049638184273125
13,MDVRPTW,True,20,4005.738807491275,4090.123784081288,3302.7136374877773,2.0631399205676364,-21.286289008642505
14,G-VRPTW,True,92,1130.573292232782,1326.0703103280764,1107.1268267155738,14.74258314756534,-2.117775936002295
15,G-VRPTW-MD,True,92,981.9712904865906,1102.2492308593653,758.023620323214,10.912045752030174,-29.543626894883236
