index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,631.1124010475437,687.5874376461396,602.9983635084944,8.21350616758363,-4.662373770878936
1,MDVRP,False,33,2728.3597106289535,2919.8180155287387,2318.1532523496135,6.557199931007163,-17.69539860505627
2,GVRP,False,92,582.425685853136,626.096262714317,606.4466079972321,6.975057904331818,3.960929425168094
3,GVRP-MD,False,92,604.6374626353763,612.3817849791292,572.0922725599376,1.264623235653032,-5.68880085196904
4,VRPTW,False,120,6838.210705753972,9400.967810939004,5986.765024435872,27.2605667493404,-14.22213295231729
5,MDVRPTW,False,20,3720.5311605326374,4013.0459991516655,3299.5682255914276,7.2890975752798255,-12.758121855951462
6,G-VRPTW,False,92,1232.1986253459756,1326.0703103280764,1106.7636187250826,7.078937236659528,-11.33349565333434
7,G-VRPTW-MD,False,92,959.2316249643826,1102.2492308593653,757.9208926120752,12.97506969303843,-26.5609160948864
8,VRP,True,27,1411.9838617819069,1453.260347397832,1094.0534004986753,2.8402677943999284,-29.059866834499783
9,MDVRP,True,33,3836.855227841112,3852.937082148458,2597.0987647894617,0.41739208205233724,-47.73620779693965
10,GVRP,True,92,710.8362599643903,780.8664717208892,657.346377314294,8.9682697737252,-8.13724460894402
11,GVRP-MD,True,92,694.6880759471426,733.8781204489882,588.7721531977078,5.3401298403431126,-17.98928875528333
12,VRPTW,True,120,7536.028345341229,9509.661093314602,6095.617845885498,20.753975652832242,-23.63026252421645
13,MDVRPTW,True,20,3814.8679568117295,4090.123784081288,3302.7136374877773,6.72976765008557,-15.507076166419456
14,G-VRPTW,True,92,1203.5572399071314,1326.0703103280764,1107.1268267155738,9.238806529846423,-8.709969884627412
15,G-VRPTW-MD,True,92,934.9750266476225,1102.2492308593653,758.023620323214,15.175715212913143,-23.343785283228787
