index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,625.1782923409132,687.5874376461396,602.9983635084944,9.076539489853895,-3.6782734704895006
1,MDVRP,False,33,2793.8755092693004,2919.8180155287387,2318.1532523496135,4.313368353425677,-20.521605137085245
2,GVRP,False,92,567.0362443455024,626.096262714317,606.4466079972321,9.433057164847398,6.498571041873094
3,GVRP-MD,False,92,604.2252010250469,612.3817849791292,572.0922725599376,1.3319442468982452,-5.61673876861233
4,VRPTW,False,120,6954.202865296031,9400.967810939004,5986.765024435872,26.026734638915666,-16.159609353489195
5,MDVRPTW,False,20,3672.7824097873686,4013.0459991516655,3299.5682255914276,8.478935687161988,-11.311000672793927
6,G-VRPTW,False,92,1231.0240615756643,1326.0703103280764,1106.7636187250826,7.167512009894648,-11.227369670293411
7,G-VRPTW-MD,False,92,996.6721464484699,1102.2492308593653,757.9208926120752,9.578331420434065,-31.500814420561714
8,VRP,True,27,1381.3853108924468,1453.260347397832,1094.0534004986753,4.9457784101852535,-26.263060858163247
9,MDVRP,True,33,3806.922642451489,3852.937082148458,2597.0987647894617,1.1942691696203522,-46.58366844050707
10,GVRP,True,92,719.6871633456733,780.8664717208892,657.346377314294,7.834797701121385,-9.48370420570106
11,GVRP-MD,True,92,681.7773423652031,733.8781204489882,588.7721531977078,7.0993774895359545,-15.796465349519428
12,VRPTW,True,120,6951.532391020346,9509.661093314602,6095.617845885498,26.900314082619087,-14.041473182453265
13,MDVRPTW,True,20,4050.0407799393083,4090.123784081288,3302.7136374877773,0.9799948915478314,-22.627669985339345
14,G-VRPTW,True,92,1089.3823863883426,1326.0703103280764,1107.1268267155738,17.848821596886218,1.6027468487844496
15,G-VRPTW-MD,True,92,946.036544123922,1102.2492308593653,758.023620323214,14.172174709856913,-24.803042907890006
