index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,618.1630376523243,687.5874376461396,602.9983635084944,10.09681041170271,-2.5148781591372007
1,MDVRP,False,33,2737.85940106977,2919.8180155287387,2318.1532523496135,6.23184778952803,-18.105194222804478
2,GVRP,False,92,563.6131355393907,626.096262714317,606.4466079972321,9.979795583516676,7.063024492675038
3,GVRP-MD,False,92,603.4704608817408,612.3817849791292,572.0922725599376,1.45519091455212,-5.484812472889288
4,VRPTW,False,120,6930.494448833478,9400.967810939004,5986.765024435872,26.278925870067056,-15.763595540256444
5,MDVRPTW,False,20,3637.343243139603,4013.0459991516655,3299.5682255914276,9.36203462635324,-10.236946001855484
6,G-VRPTW,False,92,1096.923534072842,1326.0703103280764,1106.7636187250826,17.28013774763892,0.8890863853634587
7,G-VRPTW-MD,False,92,964.783110263839,1102.2492308593653,757.9208926120752,12.471419053597453,-27.293378460493443
8,VRP,True,27,1341.0175086849524,1453.260347397832,1094.0534004986753,7.723518976751724,-22.573313887028696
9,MDVRP,True,33,3778.8379782018515,3852.937082148458,2597.0987647894617,1.9231848941921426,-45.50228237115925
10,GVRP,True,92,727.5004615571752,780.8664717208892,657.346377314294,6.834204322552731,-10.672316249692921
11,GVRP-MD,True,92,701.1895016451402,733.8781204489882,588.7721531977078,4.454229918157114,-19.09352333273192
12,VRPTW,True,120,6987.1363427400365,9509.661093314602,6095.617845885498,26.52591638989037,-14.625564124829566
13,MDVRPTW,True,20,4099.4768058752325,4090.123784081288,3302.7136374877773,-0.22867331864982937,-24.12450051205518
14,G-VRPTW,True,92,1387.2314597801287,1326.0703103280764,1107.1268267155738,-4.612210150223539,-25.300139632197276
15,G-VRPTW-MD,True,92,951.7439734475208,1102.2492308593653,758.023620323214,13.65437626973924,-25.555978459049378
