index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,618.1630376523243,687.5874376461396,602.9983635084944,10.09681041170271,-2.5148781591372007
1,MDVRP,False,33,2710.199675142038,2919.8180155287387,2318.1532523496135,7.17915771708607,-16.91201487197007
2,GVRP,False,92,570.2886038990537,626.096262714317,606.4466079972321,8.91359079086661,5.962273285292001
3,GVRP-MD,False,92,601.7276624441383,612.3817849791292,572.0922725599376,1.7397843626838043,-5.1801765738927905
4,VRPTW,False,120,6541.420005901806,9400.967810939004,5986.765024435872,30.417589577424327,-9.264686006583304
5,MDVRPTW,False,20,3678.8623689044157,4013.0459991516655,3299.5682255914276,8.32743084225534,-11.495265967564649
6,G-VRPTW,False,92,1189.2966739830406,1326.0703103280764,1106.7636187250826,10.314206967743463,-7.457152897113711
7,G-VRPTW-MD,False,92,951.0957436001421,1102.2492308593653,757.9208926120752,13.713186004346479,-25.487468794047224
8,VRP,True,27,1339.8857733365567,1453.260347397832,1094.0534004986753,7.8013945859240375,-22.469869635781006
9,MDVRP,True,33,3665.6045538082285,3852.937082148458,2597.0987647894617,4.862070787716317,-41.14228551894857
10,GVRP,True,92,710.165960738688,780.8664717208892,657.346377314294,9.05411021507813,-8.035274133585066
11,GVRP-MD,True,92,709.5396604433746,733.8781204489882,588.7721531977078,3.3164171716583195,-20.51175596362036
12,VRPTW,True,120,7826.52932255847,9509.661093314602,6095.617845885498,17.699177228717357,-28.39599726287509
13,MDVRPTW,True,20,3847.7745769403127,4090.123784081288,3302.7136374877773,5.925229160158802,-16.503427159586813
14,G-VRPTW,True,92,1135.4361097005296,1326.0703103280764,1107.1268267155738,14.375874276257864,-2.5570045185282697
15,G-VRPTW-MD,True,92,983.2322522394395,1102.2492308593653,758.023620323214,10.797646783308215,-29.70997550448345
