index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,618.1630376523243,687.5874376461396,602.9983635084944,10.09681041170271,-2.5148781591372007
1,MDVRP,False,33,2729.071549703081,2919.8180155287387,2318.1532523496135,6.53282036110446,-17.726105767035573
2,GVRP,False,92,557.9048071079553,626.096262714317,606.4466079972321,10.891528933702798,8.00429918300382
3,GVRP-MD,False,92,595.8507131200197,612.3817849791292,572.0922725599376,2.699471516722675,-4.152903596087812
4,VRPTW,False,120,6798.524528582553,9400.967810939004,5986.765024435872,27.68271665953624,-13.559234425158895
5,MDVRPTW,False,20,3611.1366074102953,4013.0459991516655,3299.5682255914276,10.015070642756935,-9.442701605693301
6,G-VRPTW,False,92,1149.9288677634227,1326.0703103280764,1106.7636187250826,13.282964047439949,-3.900132630675336
7,G-VRPTW-MD,False,92,936.7695182509201,1102.2492308593653,757.9208926120752,15.01291250431896,-23.597268182232906
8,VRP,True,27,1308.1988955457098,1453.260347397832,1094.0534004986753,9.981793841128692,-19.573587079883474
9,MDVRP,True,33,3841.596676223971,3852.937082148458,2597.0987647894617,0.29433145890260937,-47.918774915569934
10,GVRP,True,92,721.8424857921245,780.8664717208892,657.346377314294,7.558780926870432,-9.81158650958736
11,GVRP-MD,True,92,722.4232805472739,733.8781204489882,588.7721531977078,1.5608640702772572,-22.699974280999406
12,VRPTW,True,120,6826.037019420463,9509.661093314602,6095.617845885498,28.21997595456642,-11.982693009995584
13,MDVRPTW,True,20,3837.538541720627,4090.123784081288,3302.7136374877773,6.175491395730353,-16.193499132418474
14,G-VRPTW,True,92,1163.471310071326,1326.0703103280764,1107.1268267155738,12.26171787350572,-5.089252829588176
15,G-VRPTW-MD,True,92,960.6179204993634,1102.2492308593653,758.023620323214,12.849299994483049,-26.726647395204537
