index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,626.4355991333468,687.5874376461396,602.9983635084944,8.893681758081216,-3.886782625492523
1,MDVRP,False,33,2719.808140499522,2919.8180155287387,2318.1532523496135,6.850080175048094,-17.326502798846562
2,GVRP,False,92,575.8460348508022,626.096262714317,606.4466079972321,8.025958763220354,5.0458808315355625
3,GVRP-MD,False,92,608.5879264526667,612.3817849791292,572.0922725599376,0.619525044591551,-6.379329986301384
4,VRPTW,False,120,6958.3699556466545,9400.967810939004,5986.765024435872,25.98240845426715,-16.229214396172768
5,MDVRPTW,False,20,3701.2809087376145,4013.0459991516655,3299.5682255914276,7.768789355515892,-12.174704557720801
6,G-VRPTW,False,92,1234.1137668463973,1326.0703103280764,1106.7636187250826,6.934514917156133,-11.506535448645627
7,G-VRPTW-MD,False,92,955.7915102406768,1102.2492308593653,757.9208926120752,13.28716922800692,-26.107027733021887
8,VRP,True,27,1291.09770820795,1453.260347397832,1094.0534004986753,11.158540139091105,-18.010483548559968
9,MDVRP,True,33,3843.055171397703,3852.937082148458,2597.0987647894617,0.2564773454656282,-47.974933548945984
10,GVRP,True,92,723.7981539238019,780.8664717208892,657.346377314294,7.308332456805192,-10.109096041725895
11,GVRP-MD,True,92,705.4622285050319,733.8781204489882,588.7721531977078,3.872017866750318,-19.819224580096606
12,VRPTW,True,120,7233.509654731319,9509.661093314602,6095.617845885498,23.93514780651272,-18.66737445842163
13,MDVRPTW,True,20,3829.202759410314,4090.123784081288,3302.7136374877773,6.3792940860732745,-15.9411072139761
14,G-VRPTW,True,92,1177.5034367529554,1326.0703103280764,1107.1268267155738,11.203544217679138,-6.35668907474335
15,G-VRPTW-MD,True,92,933.6119928541597,1102.2492308593653,758.023620323214,15.299374522922381,-23.16397112481488
