index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,618.1630376523243,687.5874376461396,602.9983635084944,10.09681041170271,-2.5148781591372007
1,MDVRP,False,33,3064.35134076588,2919.8180155287387,2318.1532523496135,-4.950079918284515,-32.18933380094443
2,GVRP,False,92,607.4645256155882,626.096262714317,606.4466079972321,2.9758582199412356,-0.16784950314383962
3,GVRP-MD,False,92,604.9727280382112,612.3817849791292,572.0922725599376,1.2098754604809885,-5.747404230989474
4,VRPTW,False,120,7242.136006227174,9400.967810939004,5986.765024435872,22.963931460331185,-20.969103959606212
5,MDVRPTW,False,20,3703.1658988538015,4013.0459991516655,3299.5682255914276,7.721817800328498,-12.231832945052426
6,G-VRPTW,False,92,1192.2424900331605,1326.0703103280764,1106.7636187250826,10.092060673751623,-7.7233177764321415
7,G-VRPTW-MD,False,92,969.1162713579288,1102.2492308593653,757.9208926120752,12.078299151784375,-27.865095263174005
8,VRP,True,27,1334.386931841294,1453.260347397832,1094.0534004986753,8.179774241373163,-21.96725783522755
9,MDVRP,True,33,3733.410677763388,3852.937082148458,2597.0987647894617,3.1022153187723593,-43.75312669582064
10,GVRP,True,92,724.1538236178334,780.8664717208892,657.346377314294,7.262784375678384,-10.163202933663843
11,GVRP-MD,True,92,692.0273605135947,733.8781204489882,588.7721531977078,5.7026853327892,-17.5373795712132
12,VRPTW,True,120,7231.1236948440055,9509.661093314602,6095.617845885498,23.960237658442253,-18.628232242691624
13,MDVRPTW,True,20,3817.4876401465604,4090.123784081288,3302.7136374877773,6.665718651250215,-15.586395284646839
14,G-VRPTW,True,92,1242.2448463517992,1326.0703103280764,1107.1268267155738,6.32134384756253,-12.204384933663784
15,G-VRPTW-MD,True,92,960.814635404564,1102.2492308593653,758.023620323214,12.83145331337925,-26.75259842099404
