index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,618.1630376523243,687.5874376461396,602.9983635084944,10.09681041170271,-2.5148781591372007
1,MDVRP,False,33,2749.960336635652,2919.8180155287387,2318.1532523496135,5.817406358537312,-18.62720179730875
2,GVRP,False,92,574.6518666363584,626.096262714317,606.4466079972321,8.216691129081594,5.242793172819411
3,GVRP-MD,False,92,601.3730476563213,612.3817849791292,572.0922725599376,1.7976918309520022,-5.118190980864201
4,VRPTW,False,120,7149.362213809661,9400.967810939004,5986.765024435872,23.950785093736478,-19.419455826785843
5,MDVRPTW,False,20,3819.2117077642565,4013.0459991516655,3299.5682255914276,4.830103901833779,-15.74883277583042
6,G-VRPTW,False,92,1159.1220343763787,1326.0703103280764,1106.7636187250826,12.589700157783781,-4.730767687467854
7,G-VRPTW-MD,False,92,931.614887629313,1102.2492308593653,757.9208926120752,15.480559065304837,-22.917166779586204
8,VRP,True,27,1333.6564988085668,1453.260347397832,1094.0534004986753,8.230035919126575,-21.900493906483828
9,MDVRP,True,33,3837.8966259595495,3852.937082148458,2597.0987647894617,0.390363399874721,-47.77630631504594
10,GVRP,True,92,735.0754806700158,780.8664717208892,657.346377314294,5.86412564877555,-11.824679657214805
11,GVRP-MD,True,92,699.9590115547632,733.8781204489882,588.7721531977078,4.621899461108506,-18.88453075662347
12,VRPTW,True,120,7475.052347667488,9509.661093314602,6095.617845885498,21.39517618643073,-22.629937385479288
13,MDVRPTW,True,20,3791.6849474684705,4090.123784081288,3302.7136374877773,7.296572240046564,-14.805137945675217
14,G-VRPTW,True,92,1176.597000547685,1326.0703103280764,1107.1268267155738,11.27189928137453,-6.2748162320483996
15,G-VRPTW-MD,True,92,961.8022189839522,1102.2492308593653,758.023620323214,12.741856192171163,-26.882882432324333
