index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,661.4992898688141,687.5874376461396,602.9983635084944,3.794157128093362,-9.701672492100483
1,MDVRP,False,33,2717.8652702696168,2919.8180155287387,2318.1532523496135,6.9166209738092554,-17.242691677733845
2,GVRP,False,92,561.7119143261276,626.096262714317,606.4466079972321,10.283458346974278,7.376526322546223
3,GVRP-MD,False,92,589.5460016108938,612.3817849791292,572.0922725599376,3.7290108766075867,-3.050859081325487
4,VRPTW,False,120,7060.481741148386,9400.967810939004,5986.765024435872,24.89622469579375,-17.934839806305742
5,MDVRPTW,False,20,3718.898482403319,4013.0459991516655,3299.5682255914276,7.3297818368024545,-12.70864028691903
6,G-VRPTW,False,92,1118.0399379194,1326.0703103280764,1106.7636187250826,15.68773320603254,-1.0188552463720328
7,G-VRPTW-MD,False,92,945.2903201499015,1102.2492308593653,757.9208926120752,14.239874822783161,-24.721501856490857
8,VRP,True,27,1328.0617721479825,1453.260347397832,1094.0534004986753,8.615013509040317,-21.389117893390306
9,MDVRP,True,33,3868.989551353761,3852.937082148458,2597.0987647894617,-0.41662941447130003,-48.973523987926086
10,GVRP,True,92,740.6543465865645,780.8664717208892,657.346377314294,5.149680078554835,-12.673374669324271
11,GVRP-MD,True,92,696.6438591971801,733.8781204489882,588.7721531977078,5.07363010482287,-18.32146874025975
12,VRPTW,True,120,7272.76621941738,9509.661093314602,6095.617845885498,23.522340617057154,-19.311387348969866
13,MDVRPTW,True,20,4259.80250746292,4090.123784081288,3302.7136374877773,-4.1484984890193335,-28.978863293251084
14,G-VRPTW,True,92,1172.000354291371,1326.0703103280764,1107.1268267155738,11.618535973299014,-5.859629268333457
15,G-VRPTW-MD,True,92,964.1942702114081,1102.2492308593653,758.023620323214,12.524840733190898,-27.198446639470802
