index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,619.0650643527691,687.5874376461396,602.9983635084944,9.965623212656029,-2.6644683993488747
1,MDVRP,False,33,2718.0975685907806,2919.8180155287387,2318.1532523496135,6.908665056011351,-17.252712513109092
2,GVRP,False,92,582.3306150264547,626.096262714317,606.4466079972321,6.990242602331634,3.976606127029001
3,GVRP-MD,False,92,610.9019718972371,612.3817849791292,572.0922725599376,0.24164877502725027,-6.783818135427357
4,VRPTW,False,120,6749.381202681173,9400.967810939004,5986.765024435872,28.20546417755451,-12.738368302957767
5,MDVRPTW,False,20,3577.622009457716,4013.0459991516655,3299.5682255914276,10.850211778932897,-8.426974829909724
6,G-VRPTW,False,92,1136.3045088308209,1326.0703103280764,1106.7636187250826,14.310387618157785,-2.6691237050028285
7,G-VRPTW-MD,False,92,957.5064168948604,1102.2492308593653,757.9208926120752,13.131586751179366,-26.3332923301454
8,VRP,True,27,1315.5280497282768,1453.260347397832,1094.0534004986753,9.477468914374144,-20.243495347544478
9,MDVRP,True,33,3796.462328737071,3852.937082148458,2597.0987647894617,1.4657585163549036,-46.18089924835175
10,GVRP,True,92,734.7893938121869,780.8664717208892,657.346377314294,5.900762752325215,-11.781158179390914
11,GVRP-MD,True,92,699.0028034628889,733.8781204489882,588.7721531977078,4.7521946784245985,-18.72212360358796
12,VRPTW,True,120,7042.8868422182695,9509.661093314602,6095.617845885498,25.93966521930526,-15.540163774738133
13,MDVRPTW,True,20,3686.5561116169642,4090.123784081288,3302.7136374877773,9.866881634120807,-11.622033160015603
14,G-VRPTW,True,92,1113.3017789275627,1326.0703103280764,1107.1268267155738,16.04504148410303,-0.557745694800632
15,G-VRPTW-MD,True,92,939.561828805159,1102.2492308593653,758.023620323214,14.75958408493218,-23.94888544561961
