index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,819.1519375080724,687.5874376461396,602.9983635084944,-19.134220996288935,-35.8464611316533
1,MDVRP,False,33,2916.2687428682493,2919.8180155287387,2318.1532523496135,0.12155800949281512,-25.801378313206996
2,GVRP,False,92,614.5823091038405,626.096262714317,606.4466079972321,1.839006922124088,-1.34153625386351
3,GVRP-MD,False,92,618.5628919952972,612.3817849791292,572.0922725599376,-1.0093551388662925,-8.122923812170686
4,VRPTW,False,120,9445.8588506451,9400.967810939004,5986.765024435872,-0.47751508790254554,-57.77901441079484
5,MDVRPTW,False,20,4320.208735354129,4013.0459991516655,3299.5682255914276,-7.654104544712324,-30.932547532935406
6,G-VRPTW,False,92,1171.331712524089,1326.0703103280764,1106.7636187250826,11.668958772307054,-5.833955210181604
7,G-VRPTW-MD,False,92,1001.4973585722425,1102.2492308593653,757.9208926120752,9.140570886002966,-32.137452382492434
8,VRP,True,27,1396.981276700846,1453.260347397832,1094.0534004986753,3.872607602468328,-27.688582299921972
9,MDVRP,True,33,3839.4670519912424,3852.937082148458,2597.0987647894617,0.3496042076478591,-47.83677479059968
10,GVRP,True,92,735.5226191767971,780.8664717208892,657.346377314294,5.806863809142991,-11.892701406814782
11,GVRP-MD,True,92,733.7368840903765,733.8781204489882,588.7721531977078,0.019245206346421823,-24.621533152569132
12,VRPTW,True,120,10862.886173111465,9509.661093314602,6095.617845885498,-14.23000322007474,-78.20812340530568
13,MDVRPTW,True,20,4733.14612474089,4090.123784081288,3302.7136374877773,-15.72134181274017,-43.31082389392914
14,G-VRPTW,True,92,1771.3723938013306,1326.0703103280764,1107.1268267155738,-33.580578646925915,-59.99724250710481
15,G-VRPTW-MD,True,92,1034.9860942430316,1102.2492308593653,758.023620323214,6.102352783126205,-36.53744639272896
