index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,701.431223036206,687.5874376461396,602.9983635084944,-2.01338544483283,-16.323901603146716
1,MDVRP,False,33,2817.913699759279,2919.8180155287387,2318.1532523496135,3.490091342251209,-21.558559465519494
2,GVRP,False,92,585.5449071591721,626.096262714317,606.4466079972321,6.476856351025403,3.446585496963557
3,GVRP-MD,False,92,661.2707931781698,612.3817849791292,572.0922725599376,-7.98341972250315,-15.588135847244661
4,VRPTW,False,120,16474.07940542127,9400.967810939004,5986.765024435872,-75.23812161394665,-175.17497911108697
5,MDVRPTW,False,20,3930.2042088734934,4013.0459991516655,3299.5682255914276,2.064312003791742,-19.112682028844187
6,G-VRPTW,False,92,1507.6675116667795,1326.0703103280764,1106.7636187250826,-13.694387086743168,-36.223081980550766
7,G-VRPTW-MD,False,92,986.0927817062296,1102.2492308593653,757.9208926120752,10.538129299720595,-30.10497418903308
8,VRP,True,27,1303.3448711585495,1453.260347397832,1094.0534004986753,10.315803118671546,-19.12991363716598
9,MDVRP,True,33,4308.232422638088,3852.937082148458,2597.0987647894617,-11.816838188173838,-65.8863529199415
10,GVRP,True,92,763.2935891590903,780.8664717208892,657.346377314294,2.2504337422852125,-16.11741016626006
11,GVRP-MD,True,92,731.674155108972,733.8781204489882,588.7721531977078,0.3003176247668801,-24.271188971003888
12,VRPTW,True,120,11719.344734860262,9509.661093314602,6095.617845885498,-23.23619758751542,-92.25852130429637
13,MDVRPTW,True,20,4152.705007007448,4090.123784081288,3302.7136374877773,-1.530056942768478,-25.73615102053536
14,G-VRPTW,True,92,1287.5284459000409,1326.0703103280764,1107.1268267155738,2.9064721627392496,-16.29457572802661
15,G-VRPTW-MD,True,92,1011.8472056782863,1102.2492308593653,758.023620323214,8.201595669120799,-33.484917692517854
