index,problem_type,bool_capacity,n_instances,gp_avg_cost,nn_avg_cost,savings_avg_cost,pct_vs_nn,pct_vs_savings
0,VRP,False,27,639.4174817983759,687.5874376461396,602.9983635084944,7.0056480398575784,-6.039671165603158
1,MDVRP,False,33,2906.613315566903,2919.8180155287387,2318.1532523496135,0.45224393751965974,-25.38486455202405
2,GVRP,False,92,600.4896605134454,626.096262714317,606.4466079972321,4.089882614832942,0.9822707234622579
3,GVRP-MD,False,92,608.7250486014793,612.3817849791292,572.0922725599376,0.5971334333163545,-6.403298523439467
4,VRPTW,False,120,7003.988545986504,9400.967810939004,5986.765024435872,25.497154262812877,-16.991205056465095
5,MDVRPTW,False,20,3530.1951481261567,4013.0459991516655,3299.5682255914276,12.032028816205461,-6.989609147826931
6,G-VRPTW,False,92,1082.937515461001,1326.0703103280764,1106.7636187250826,18.33483435783454,2.152772539770282
7,G-VRPTW-MD,False,92,919.9446386953742,1102.2492308593653,757.9208926120752,16.53932586751345,-21.3773954066506
8,VRP,True,27,1336.3031243728294,1453.260347397832,1094.0534004986753,8.047919509702647,-22.14240399634382
9,MDVRP,True,33,4095.0428695743885,3852.937082148458,2597.0987647894617,-6.283668335713608,-57.6775949029555
10,GVRP,True,92,732.6480397971171,780.8664717208892,657.346377314294,6.17499068919009,-11.455400848253163
11,GVRP-MD,True,92,697.791559633814,733.8781204489882,588.7721531977078,4.917241679462568,-18.516399908522487
12,VRPTW,True,120,6976.95771549678,9509.661093314602,6095.617845885498,26.63295098495509,-14.45858142511641
13,MDVRPTW,True,20,3908.071305225311,4090.123784081288,3302.7136374877773,4.451026141666493,-18.329099467370153
14,G-VRPTW,True,92,1094.6484508010838,1326.0703103280764,1107.1268267155738,17.451703557840588,1.1270954341797166
15,G-VRPTW-MD,True,92,961.3969590773889,1102.2492308593653,758.023620323214,12.77862282309431,-26.829419730675212
